year,month,date,time,location,indicator,unit,value,latitude,longitude
2019,July,11/7/2019,5:00,BollaIDA Pashamylaram Industrial Area,CO,mg/m³,0.1832,17.540891,78.358528
2019,July,11/7/2019,5:00,BollaIDA Pashamylaram Industrial Area,Ozone,µg/m³,6.3112,17.540891,78.358528
2019,July,11/7/2019,5:00,BollaIDA Pashamylaram Industrial Area,NO,µg/m³,4.8831,17.540891,78.358528
2019,July,11/7/2019,5:00,BollaIDA Pashamylaram Industrial Area,NO2,µg/m³,40.1004,17.540891,78.358528
2019,July,11/7/2019,5:00,BollaIDA Pashamylaram Industrial Area,NOx,ppb,25.29,17.540891,78.358528
2019,July,11/7/2019,5:00,BollaIDA Pashamylaram Industrial Area,NH3,µg/m³,8.302,17.540891,78.358528
2019,July,11/7/2019,5:00,BollaIDA Pashamylaram Industrial Area,SO2,µg/m³,4.5064,17.540891,78.358528
2019,July,11/7/2019,5:00,BollaIDA Pashamylaram Industrial Area,PM2.5,µg/m³,17,17.540891,78.358528
2019,July,11/7/2019,5:00,BollaIDA Pashamylaram Industrial Area,PM10,µg/m³,21,17.540891,78.358528
2019,July,11/7/2019,5:00,BollaIDA Pashamylaram Industrial Area,Benzene,µg/m³,0,17.540891,78.358528
2019,July,11/7/2019,5:00,BollaIDA Pashamylaram Industrial Area,Toluene,µg/m³,0.1508,17.540891,78.358528
2019,July,11/7/2019,5:00,BollaIDA Pashamylaram Industrial Area,Xylene,µg/m³,0,17.540891,78.358528
2019,July,11/7/2019,5:00,BollaIDA Pashamylaram Industrial Area,AT,°C,24.05,17.540891,78.358528
2019,July,11/7/2019,5:00,BollaIDA Pashamylaram Industrial Area,RH,%,77,17.540891,78.358528
2019,July,11/7/2019,5:00,BollaIDA Pashamylaram Industrial Area,WS,m/s,3.7,17.540891,78.358528
2019,July,11/7/2019,5:00,BollaIDA Pashamylaram Industrial Area,WD,°,229,17.540891,78.358528
2019,July,11/7/2019,5:00,BollaIDA Pashamylaram Industrial Area,SR,W/m²,17,17.540891,78.358528
2019,July,11/7/2019,5:00,BollaIDA Pashamylaram Industrial Area,BP,mmHg,713,17.540891,78.358528
2019,July,11/7/2019,5:00,BollaIDA Pashamylaram Industrial Area,RF,mm,0,17.540891,78.358528
2019,July,11/7/2019,5:00,Central University,CO,mg/m³,0.3206,17.460103,78.334361
2019,July,11/7/2019,5:00,Central University,Ozone,µg/m³,14.504,17.460103,78.334361
2019,July,11/7/2019,5:00,Central University,NO,µg/m³,,17.460103,78.334361
2019,July,11/7/2019,5:00,Central University,NO2,µg/m³,,17.460103,78.334361
2019,July,11/7/2019,5:00,Central University,NOx,PPB,,17.460103,78.334361
2019,July,11/7/2019,5:00,Central University,NH3,µg/m³,,17.460103,78.334361
2019,July,11/7/2019,5:00,Central University,SO2,µg/m³,2.5152,17.460103,78.334361
2019,July,11/7/2019,5:00,Central University,PM2.5,µg/m³,6,17.460103,78.334361
2019,July,11/7/2019,5:00,Central University,PM10,µg/m³,27,17.460103,78.334361
2019,July,11/7/2019,5:00,Central University,Benzene,µg/m³,0,17.460103,78.334361
2019,July,11/7/2019,5:00,Central University,Toluene,µg/m³,0,17.460103,78.334361
2019,July,11/7/2019,5:00,Central University,Xylene,µg/m³,0,17.460103,78.334361
2019,July,11/7/2019,5:00,Central University,AT,°C,23.3,17.460103,78.334361
2019,July,11/7/2019,5:00,Central University,RH,%,76.9,17.460103,78.334361
2019,July,11/7/2019,5:00,Central University,WS,m/s,3.2,17.460103,78.334361
2019,July,11/7/2019,5:00,Central University,WD,°,246,17.460103,78.334361
2019,July,11/7/2019,5:00,Central University,SR,W/m²,2,17.460103,78.334361
2019,July,11/7/2019,5:00,Central University,BP,mmHg,705,17.460103,78.334361
2019,July,11/7/2019,5:00,Central University,RF,mm,0,17.460103,78.334361
2019,July,11/7/2019,5:00,ICRISAT Patancheru,CO,mg/m³,0.229,17.514423,78.274611
2019,July,11/7/2019,5:00,ICRISAT Patancheru,Ozone,µg/m³,10.878,17.514423,78.274611
2019,July,11/7/2019,5:00,ICRISAT Patancheru,NO,µg/m³,0.615,17.514423,78.274611
2019,July,11/7/2019,5:00,ICRISAT Patancheru,NO2,µg/m³,6.674,17.514423,78.274611
2019,July,11/7/2019,5:00,ICRISAT Patancheru,NOx,ppb,4.06,17.514423,78.274611
2019,July,11/7/2019,5:00,ICRISAT Patancheru,NH3,µg/m³,3.101,17.514423,78.274611
2019,July,11/7/2019,5:00,ICRISAT Patancheru,SO2,µg/m³,1.834,17.514423,78.274611
2019,July,11/7/2019,5:00,ICRISAT Patancheru,PM2.5,µg/m³,17,17.514423,78.274611
2019,July,11/7/2019,5:00,ICRISAT Patancheru,PM10,µg/m³,33,17.514423,78.274611
2019,July,11/7/2019,5:00,ICRISAT Patancheru,Benzene,µg/m³,0,17.514423,78.274611
2019,July,11/7/2019,5:00,ICRISAT Patancheru,Toluene,µg/m³,0,17.514423,78.274611
2019,July,11/7/2019,5:00,ICRISAT Patancheru,Xylene,µg/m³,0,17.514423,78.274611
2019,July,11/7/2019,5:00,ICRISAT Patancheru,AT,°C,27.64,17.514423,78.274611
2019,July,11/7/2019,5:00,ICRISAT Patancheru,RH,%,79.16,17.514423,78.274611
2019,July,11/7/2019,5:00,ICRISAT Patancheru,WS,m/s,1.63,17.514423,78.274611
2019,July,11/7/2019,5:00,ICRISAT Patancheru,WD,°,254,17.514423,78.274611
2019,July,11/7/2019,5:00,ICRISAT Patancheru,SR,W/m²,19.65,17.514423,78.274611
2019,July,11/7/2019,5:00,ICRISAT Patancheru,BP,mmHg,726,17.514423,78.274611
2019,July,11/7/2019,5:00,ICRISAT Patancheru,RF,mm,0,17.514423,78.274611
2019,July,11/7/2019,5:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,CO,mg/m³,0.3664,17.527465,78.176807
2019,July,11/7/2019,5:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Ozone,µg/m³,6.3896,17.527465,78.176807
2019,July,11/7/2019,5:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NO,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,5:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NO2,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,5:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NOx,ppb,,17.527465,78.176807
2019,July,11/7/2019,5:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NH3,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,5:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,SO2,µg/m³,3.7204,17.527465,78.176807
2019,July,11/7/2019,5:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,PM2.5,µg/m³,7,17.527465,78.176807
2019,July,11/7/2019,5:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,PM10,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,5:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Benzene,µg/m³,0,17.527465,78.176807
2019,July,11/7/2019,5:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Toluene,µg/m³,0,17.527465,78.176807
2019,July,11/7/2019,5:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Xylene,µg/m³,0,17.527465,78.176807
2019,July,11/7/2019,5:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,AT,°C,25.6,17.527465,78.176807
2019,July,11/7/2019,5:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,RH,%,75.1,17.527465,78.176807
2019,July,11/7/2019,5:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,WS,m/s,4.1,17.527465,78.176807
2019,July,11/7/2019,5:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,WD,°,266,17.527465,78.176807
2019,July,11/7/2019,5:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,SR,W/m²,6,17.527465,78.176807
2019,July,11/7/2019,5:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,BP,mmHg,707,17.527465,78.176807
2019,July,11/7/2019,5:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,RF,mm,0,17.527465,78.176807
2019,July,11/7/2019,5:00,Sanathnagar,CO,mg/m³,0.3435,17.457121,78.443493
2019,July,11/7/2019,5:00,Sanathnagar,Ozone,µg/m³,4.508,17.457121,78.443493
2019,July,11/7/2019,5:00,Sanathnagar,NO,µg/m³,3.075,17.457121,78.443493
2019,July,11/7/2019,5:00,Sanathnagar,NO2,µg/m³,7.144,17.457121,78.443493
2019,July,11/7/2019,5:00,Sanathnagar,NOx,ppb,6.3,17.457121,78.443493
2019,July,11/7/2019,5:00,Sanathnagar,SO2,µg/m³,2.358,17.457121,78.443493
2019,July,11/7/2019,5:00,Sanathnagar,PM2.5,µg/m³,10,17.457121,78.443493
2019,July,11/7/2019,5:00,Sanathnagar,Benzene,µg/m³,0,17.457121,78.443493
2019,July,11/7/2019,5:00,Sanathnagar,Toluene,µg/m³,0.1508,17.457121,78.443493
2019,July,11/7/2019,5:00,Sanathnagar,Xylene,µg/m³,0,17.457121,78.443493
2019,July,11/7/2019,5:00,Sanathnagar,AT,°C,24.63,17.457121,78.443493
2019,July,11/7/2019,5:00,Sanathnagar,RH,%,71.82,17.457121,78.443493
2019,July,11/7/2019,5:00,Sanathnagar,BP,mmHg,703,17.457121,78.443493
2019,July,11/7/2019,5:00,Sanathnagar,SR,W/m²,2,17.457121,78.443493
2019,July,11/7/2019,5:00,Sanathnagar,WD,°,261,17.457121,78.443493
2019,July,11/7/2019,5:00,Sanathnagar,WS,m/s,2.37,17.457121,78.443493
2019,July,11/7/2019,5:00,Zoo Park,CO,mg/m³,0.24045,17.349694,78.451437
2019,July,11/7/2019,5:00,Zoo Park,Ozone,µg/m³,23.324,17.349694,78.451437
2019,July,11/7/2019,5:00,Zoo Park,NO,µg/m³,0.861,17.349694,78.451437
2019,July,11/7/2019,5:00,Zoo Park,NO2,µg/m³,12.972,17.349694,78.451437
2019,July,11/7/2019,5:00,Zoo Park,NOx,ppb,7.6,17.349694,78.451437
2019,July,11/7/2019,5:00,Zoo Park,NH3,µg/m³,5.11,17.349694,78.451437
2019,July,11/7/2019,5:00,Zoo Park,SO2,µg/m³,0.8908,17.349694,78.451437
2019,July,11/7/2019,5:00,Zoo Park,PM2.5,µg/m³,23,17.349694,78.451437
2019,July,11/7/2019,5:00,Zoo Park,PM10,µg/m³,28,17.349694,78.451437
2019,July,11/7/2019,5:00,Zoo Park,Benzene,µg/m³,,17.349694,78.451437
2019,July,11/7/2019,5:00,Zoo Park,Toluene,µg/m³,,17.349694,78.451437
2019,July,11/7/2019,5:00,Zoo Park,Xylene,µg/m³,,17.349694,78.451437
2019,July,11/7/2019,5:00,Zoo Park,AT,°C,26.7,17.349694,78.451437
2019,July,11/7/2019,5:00,Zoo Park,RH,%,73.1,17.349694,78.451437
2019,July,11/7/2019,5:00,Zoo Park,WS,m/s,1.7,17.349694,78.451437
2019,July,11/7/2019,5:00,Zoo Park,WD,°,316,17.349694,78.451437
2019,July,11/7/2019,5:00,Zoo Park,SR,W/m²,32,17.349694,78.451437
2019,July,11/7/2019,5:00,Zoo Park,BP,mmHg,703,17.349694,78.451437
2019,July,11/7/2019,5:00,Zoo Park,RF,mm,0,17.349694,78.451437
2019,July,11/7/2019,6:00,BollaIDA Pashamylaram Industrial Area,CO,mg/m³,0.10305,17.540891,78.358528
2019,July,11/7/2019,6:00,BollaIDA Pashamylaram Industrial Area,Ozone,µg/m³,6.1152,17.540891,78.358528
2019,July,11/7/2019,6:00,BollaIDA Pashamylaram Industrial Area,NO,µg/m³,5.5104,17.540891,78.358528
2019,July,11/7/2019,6:00,BollaIDA Pashamylaram Industrial Area,NO2,µg/m³,38.2768,17.540891,78.358528
2019,July,11/7/2019,6:00,BollaIDA Pashamylaram Industrial Area,NOx,ppb,24.84,17.540891,78.358528
2019,July,11/7/2019,6:00,BollaIDA Pashamylaram Industrial Area,NH3,µg/m³,7.063,17.540891,78.358528
2019,July,11/7/2019,6:00,BollaIDA Pashamylaram Industrial Area,SO2,µg/m³,4.7946,17.540891,78.358528
2019,July,11/7/2019,6:00,BollaIDA Pashamylaram Industrial Area,PM2.5,µg/m³,14,17.540891,78.358528
2019,July,11/7/2019,6:00,BollaIDA Pashamylaram Industrial Area,PM10,µg/m³,31,17.540891,78.358528
2019,July,11/7/2019,6:00,BollaIDA Pashamylaram Industrial Area,Benzene,µg/m³,0,17.540891,78.358528
2019,July,11/7/2019,6:00,BollaIDA Pashamylaram Industrial Area,Toluene,µg/m³,0.1508,17.540891,78.358528
2019,July,11/7/2019,6:00,BollaIDA Pashamylaram Industrial Area,Xylene,µg/m³,0,17.540891,78.358528
2019,July,11/7/2019,6:00,BollaIDA Pashamylaram Industrial Area,AT,°C,23.8,17.540891,78.358528
2019,July,11/7/2019,6:00,BollaIDA Pashamylaram Industrial Area,RH,%,77.9,17.540891,78.358528
2019,July,11/7/2019,6:00,BollaIDA Pashamylaram Industrial Area,WS,m/s,3.1,17.540891,78.358528
2019,July,11/7/2019,6:00,BollaIDA Pashamylaram Industrial Area,WD,°,225,17.540891,78.358528
2019,July,11/7/2019,6:00,BollaIDA Pashamylaram Industrial Area,SR,W/m²,17,17.540891,78.358528
2019,July,11/7/2019,6:00,BollaIDA Pashamylaram Industrial Area,BP,mmHg,714,17.540891,78.358528
2019,July,11/7/2019,6:00,BollaIDA Pashamylaram Industrial Area,RF,mm,0,17.540891,78.358528
2019,July,11/7/2019,6:00,Central University,CO,mg/m³,0.33205,17.460103,78.334361
2019,July,11/7/2019,6:00,Central University,Ozone,µg/m³,14.896,17.460103,78.334361
2019,July,11/7/2019,6:00,Central University,NO,µg/m³,,17.460103,78.334361
2019,July,11/7/2019,6:00,Central University,NO2,µg/m³,,17.460103,78.334361
2019,July,11/7/2019,6:00,Central University,NOx,PPB,,17.460103,78.334361
2019,July,11/7/2019,6:00,Central University,NH3,µg/m³,,17.460103,78.334361
2019,July,11/7/2019,6:00,Central University,SO2,µg/m³,2.62,17.460103,78.334361
2019,July,11/7/2019,6:00,Central University,PM2.5,µg/m³,6,17.460103,78.334361
2019,July,11/7/2019,6:00,Central University,PM10,µg/m³,28,17.460103,78.334361
2019,July,11/7/2019,6:00,Central University,Benzene,µg/m³,0.0638,17.460103,78.334361
2019,July,11/7/2019,6:00,Central University,Toluene,µg/m³,0,17.460103,78.334361
2019,July,11/7/2019,6:00,Central University,Xylene,µg/m³,0,17.460103,78.334361
2019,July,11/7/2019,6:00,Central University,AT,°C,23,17.460103,78.334361
2019,July,11/7/2019,6:00,Central University,RH,%,77.8,17.460103,78.334361
2019,July,11/7/2019,6:00,Central University,WS,m/s,2.7,17.460103,78.334361
2019,July,11/7/2019,6:00,Central University,WD,°,243,17.460103,78.334361
2019,July,11/7/2019,6:00,Central University,SR,W/m²,2,17.460103,78.334361
2019,July,11/7/2019,6:00,Central University,BP,mmHg,705,17.460103,78.334361
2019,July,11/7/2019,6:00,Central University,RF,mm,0,17.460103,78.334361
2019,July,11/7/2019,6:00,ICRISAT Patancheru,CO,mg/m³,0.3206,17.514423,78.274611
2019,July,11/7/2019,6:00,ICRISAT Patancheru,Ozone,µg/m³,10.29,17.514423,78.274611
2019,July,11/7/2019,6:00,ICRISAT Patancheru,NO,µg/m³,0.5535,17.514423,78.274611
2019,July,11/7/2019,6:00,ICRISAT Patancheru,NO2,µg/m³,11.4492,17.514423,78.274611
2019,July,11/7/2019,6:00,ICRISAT Patancheru,NOx,ppb,6.54,17.514423,78.274611
2019,July,11/7/2019,6:00,ICRISAT Patancheru,NH3,µg/m³,3.073,17.514423,78.274611
2019,July,11/7/2019,6:00,ICRISAT Patancheru,SO2,µg/m³,6.812,17.514423,78.274611
2019,July,11/7/2019,6:00,ICRISAT Patancheru,PM2.5,µg/m³,12,17.514423,78.274611
2019,July,11/7/2019,6:00,ICRISAT Patancheru,PM10,µg/m³,28,17.514423,78.274611
2019,July,11/7/2019,6:00,ICRISAT Patancheru,Benzene,µg/m³,0,17.514423,78.274611
2019,July,11/7/2019,6:00,ICRISAT Patancheru,Toluene,µg/m³,0.01,17.514423,78.274611
2019,July,11/7/2019,6:00,ICRISAT Patancheru,Xylene,µg/m³,0,17.514423,78.274611
2019,July,11/7/2019,6:00,ICRISAT Patancheru,AT,°C,27.48,17.514423,78.274611
2019,July,11/7/2019,6:00,ICRISAT Patancheru,RH,%,79.95,17.514423,78.274611
2019,July,11/7/2019,6:00,ICRISAT Patancheru,WS,m/s,1.31,17.514423,78.274611
2019,July,11/7/2019,6:00,ICRISAT Patancheru,WD,°,244,17.514423,78.274611
2019,July,11/7/2019,6:00,ICRISAT Patancheru,SR,W/m²,19.79,17.514423,78.274611
2019,July,11/7/2019,6:00,ICRISAT Patancheru,BP,mmHg,726,17.514423,78.274611
2019,July,11/7/2019,6:00,ICRISAT Patancheru,RF,mm,0,17.514423,78.274611
2019,July,11/7/2019,6:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,CO,mg/m³,0.35495,17.527465,78.176807
2019,July,11/7/2019,6:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Ozone,µg/m³,4.2924,17.527465,78.176807
2019,July,11/7/2019,6:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NO,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,6:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NO2,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,6:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NOx,ppb,,17.527465,78.176807
2019,July,11/7/2019,6:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NH3,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,6:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,SO2,µg/m³,5.2924,17.527465,78.176807
2019,July,11/7/2019,6:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,PM2.5,µg/m³,8,17.527465,78.176807
2019,July,11/7/2019,6:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,PM10,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,6:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Benzene,µg/m³,0,17.527465,78.176807
2019,July,11/7/2019,6:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Toluene,µg/m³,0,17.527465,78.176807
2019,July,11/7/2019,6:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Xylene,µg/m³,0,17.527465,78.176807
2019,July,11/7/2019,6:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,AT,°C,25.5,17.527465,78.176807
2019,July,11/7/2019,6:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,RH,%,75.4,17.527465,78.176807
2019,July,11/7/2019,6:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,WS,m/s,3.8,17.527465,78.176807
2019,July,11/7/2019,6:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,WD,°,251,17.527465,78.176807
2019,July,11/7/2019,6:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,SR,W/m²,6,17.527465,78.176807
2019,July,11/7/2019,6:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,BP,mmHg,708,17.527465,78.176807
2019,July,11/7/2019,6:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,RF,mm,0,17.527465,78.176807
2019,July,11/7/2019,6:00,Sanathnagar,CO,mg/m³,0.3206,17.457121,78.443493
2019,July,11/7/2019,6:00,Sanathnagar,Ozone,µg/m³,3.528,17.457121,78.443493
2019,July,11/7/2019,6:00,Sanathnagar,NO,µg/m³,3.198,17.457121,78.443493
2019,July,11/7/2019,6:00,Sanathnagar,NO2,µg/m³,7.52,17.457121,78.443493
2019,July,11/7/2019,6:00,Sanathnagar,NOx,ppb,6.6,17.457121,78.443493
2019,July,11/7/2019,6:00,Sanathnagar,SO2,µg/m³,3.406,17.457121,78.443493
2019,July,11/7/2019,6:00,Sanathnagar,PM2.5,µg/m³,12,17.457121,78.443493
2019,July,11/7/2019,6:00,Sanathnagar,Benzene,µg/m³,0,17.457121,78.443493
2019,July,11/7/2019,6:00,Sanathnagar,Toluene,µg/m³,0.2262,17.457121,78.443493
2019,July,11/7/2019,6:00,Sanathnagar,Xylene,µg/m³,0,17.457121,78.443493
2019,July,11/7/2019,6:00,Sanathnagar,AT,°C,24.49,17.457121,78.443493
2019,July,11/7/2019,6:00,Sanathnagar,RH,%,72.54,17.457121,78.443493
2019,July,11/7/2019,6:00,Sanathnagar,BP,mmHg,704,17.457121,78.443493
2019,July,11/7/2019,6:00,Sanathnagar,SR,W/m²,2,17.457121,78.443493
2019,July,11/7/2019,6:00,Sanathnagar,WD,°,263,17.457121,78.443493
2019,July,11/7/2019,6:00,Sanathnagar,WS,m/s,2.34,17.457121,78.443493
2019,July,11/7/2019,6:00,Zoo Park,CO,mg/m³,0.24045,17.349694,78.451437
2019,July,11/7/2019,6:00,Zoo Park,Ozone,µg/m³,24.108,17.349694,78.451437
2019,July,11/7/2019,6:00,Zoo Park,NO,µg/m³,0.738,17.349694,78.451437
2019,July,11/7/2019,6:00,Zoo Park,NO2,µg/m³,12.972,17.349694,78.451437
2019,July,11/7/2019,6:00,Zoo Park,NOx,ppb,7.4,17.349694,78.451437
2019,July,11/7/2019,6:00,Zoo Park,NH3,µg/m³,5.32,17.349694,78.451437
2019,July,11/7/2019,6:00,Zoo Park,SO2,µg/m³,0.5764,17.349694,78.451437
2019,July,11/7/2019,6:00,Zoo Park,PM2.5,µg/m³,13,17.349694,78.451437
2019,July,11/7/2019,6:00,Zoo Park,PM10,µg/m³,30,17.349694,78.451437
2019,July,11/7/2019,6:00,Zoo Park,Benzene,µg/m³,,17.349694,78.451437
2019,July,11/7/2019,6:00,Zoo Park,Toluene,µg/m³,,17.349694,78.451437
2019,July,11/7/2019,6:00,Zoo Park,Xylene,µg/m³,,17.349694,78.451437
2019,July,11/7/2019,6:00,Zoo Park,AT,°C,26.5,17.349694,78.451437
2019,July,11/7/2019,6:00,Zoo Park,RH,%,74.2,17.349694,78.451437
2019,July,11/7/2019,6:00,Zoo Park,WS,m/s,1.5,17.349694,78.451437
2019,July,11/7/2019,6:00,Zoo Park,WD,°,313,17.349694,78.451437
2019,July,11/7/2019,6:00,Zoo Park,SR,W/m²,32,17.349694,78.451437
2019,July,11/7/2019,6:00,Zoo Park,BP,mmHg,704,17.349694,78.451437
2019,July,11/7/2019,6:00,Zoo Park,RF,mm,0,17.349694,78.451437
2019,July,11/7/2019,7:00,BollaIDA Pashamylaram Industrial Area,CO,mg/m³,0.14885,17.540891,78.358528
2019,July,11/7/2019,7:00,BollaIDA Pashamylaram Industrial Area,Ozone,µg/m³,7.5068,17.540891,78.358528
2019,July,11/7/2019,7:00,BollaIDA Pashamylaram Industrial Area,NO,µg/m³,5.6949,17.540891,78.358528
2019,July,11/7/2019,7:00,BollaIDA Pashamylaram Industrial Area,NO2,µg/m³,36.0396,17.540891,78.358528
2019,July,11/7/2019,7:00,BollaIDA Pashamylaram Industrial Area,NOx,ppb,23.81,17.540891,78.358528
2019,July,11/7/2019,7:00,BollaIDA Pashamylaram Industrial Area,NH3,µg/m³,7.056,17.540891,78.358528
2019,July,11/7/2019,7:00,BollaIDA Pashamylaram Industrial Area,SO2,µg/m³,4.9256,17.540891,78.358528
2019,July,11/7/2019,7:00,BollaIDA Pashamylaram Industrial Area,PM2.5,µg/m³,20,17.540891,78.358528
2019,July,11/7/2019,7:00,BollaIDA Pashamylaram Industrial Area,PM10,µg/m³,38,17.540891,78.358528
2019,July,11/7/2019,7:00,BollaIDA Pashamylaram Industrial Area,Benzene,µg/m³,0,17.540891,78.358528
2019,July,11/7/2019,7:00,BollaIDA Pashamylaram Industrial Area,Toluene,µg/m³,0.1508,17.540891,78.358528
2019,July,11/7/2019,7:00,BollaIDA Pashamylaram Industrial Area,Xylene,µg/m³,0,17.540891,78.358528
2019,July,11/7/2019,7:00,BollaIDA Pashamylaram Industrial Area,AT,°C,23.81,17.540891,78.358528
2019,July,11/7/2019,7:00,BollaIDA Pashamylaram Industrial Area,RH,%,77.9,17.540891,78.358528
2019,July,11/7/2019,7:00,BollaIDA Pashamylaram Industrial Area,WS,m/s,3,17.540891,78.358528
2019,July,11/7/2019,7:00,BollaIDA Pashamylaram Industrial Area,WD,°,233,17.540891,78.358528
2019,July,11/7/2019,7:00,BollaIDA Pashamylaram Industrial Area,SR,W/m²,39,17.540891,78.358528
2019,July,11/7/2019,7:00,BollaIDA Pashamylaram Industrial Area,BP,mmHg,714,17.540891,78.358528
2019,July,11/7/2019,7:00,BollaIDA Pashamylaram Industrial Area,RF,mm,0,17.540891,78.358528
2019,July,11/7/2019,7:00,Central University,CO,mg/m³,0.33205,17.460103,78.334361
2019,July,11/7/2019,7:00,Central University,Ozone,µg/m³,15.288,17.460103,78.334361
2019,July,11/7/2019,7:00,Central University,NO,µg/m³,,17.460103,78.334361
2019,July,11/7/2019,7:00,Central University,NO2,µg/m³,,17.460103,78.334361
2019,July,11/7/2019,7:00,Central University,NOx,PPB,,17.460103,78.334361
2019,July,11/7/2019,7:00,Central University,NH3,µg/m³,,17.460103,78.334361
2019,July,11/7/2019,7:00,Central University,SO2,µg/m³,3.2488,17.460103,78.334361
2019,July,11/7/2019,7:00,Central University,PM2.5,µg/m³,7,17.460103,78.334361
2019,July,11/7/2019,7:00,Central University,PM10,µg/m³,24,17.460103,78.334361
2019,July,11/7/2019,7:00,Central University,Benzene,µg/m³,0.1914,17.460103,78.334361
2019,July,11/7/2019,7:00,Central University,Toluene,µg/m³,0,17.460103,78.334361
2019,July,11/7/2019,7:00,Central University,Xylene,µg/m³,0,17.460103,78.334361
2019,July,11/7/2019,7:00,Central University,AT,°C,23.1,17.460103,78.334361
2019,July,11/7/2019,7:00,Central University,RH,%,77.8,17.460103,78.334361
2019,July,11/7/2019,7:00,Central University,WS,m/s,2.8,17.460103,78.334361
2019,July,11/7/2019,7:00,Central University,WD,°,241,17.460103,78.334361
2019,July,11/7/2019,7:00,Central University,SR,W/m²,31,17.460103,78.334361
2019,July,11/7/2019,7:00,Central University,BP,mmHg,705,17.460103,78.334361
2019,July,11/7/2019,7:00,Central University,RF,mm,0,17.460103,78.334361
2019,July,11/7/2019,7:00,ICRISAT Patancheru,CO,mg/m³,0.4809,17.514423,78.274611
2019,July,11/7/2019,7:00,ICRISAT Patancheru,Ozone,µg/m³,13.23,17.514423,78.274611
2019,July,11/7/2019,7:00,ICRISAT Patancheru,NO,µg/m³,0.5904,17.514423,78.274611
2019,July,11/7/2019,7:00,ICRISAT Patancheru,NO2,µg/m³,5.9032,17.514423,78.274611
2019,July,11/7/2019,7:00,ICRISAT Patancheru,NOx,ppb,3.62,17.514423,78.274611
2019,July,11/7/2019,7:00,ICRISAT Patancheru,NH3,µg/m³,3.262,17.514423,78.274611
2019,July,11/7/2019,7:00,ICRISAT Patancheru,SO2,µg/m³,9.0652,17.514423,78.274611
2019,July,11/7/2019,7:00,ICRISAT Patancheru,PM2.5,µg/m³,11,17.514423,78.274611
2019,July,11/7/2019,7:00,ICRISAT Patancheru,PM10,µg/m³,18,17.514423,78.274611
2019,July,11/7/2019,7:00,ICRISAT Patancheru,Benzene,µg/m³,0,17.514423,78.274611
2019,July,11/7/2019,7:00,ICRISAT Patancheru,Toluene,µg/m³,0,17.514423,78.274611
2019,July,11/7/2019,7:00,ICRISAT Patancheru,Xylene,µg/m³,0,17.514423,78.274611
2019,July,11/7/2019,7:00,ICRISAT Patancheru,AT,°C,27.55,17.514423,78.274611
2019,July,11/7/2019,7:00,ICRISAT Patancheru,RH,%,79.89,17.514423,78.274611
